Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
Full Metal Panic! Movie 3: Into the Blue,6.96,"Action, Military, Sci-Fi, Comedy, Mecha",Movie,1.0,"Shanghai Foch Film Culture Investment, Tencent Penguin Pictures, China Literature Limited",Gonzo,Light novel,2 hr.,3782.0,6673.0,4660,6,238,908,128,96,3290
AOTU Shijie 2,6.509999194911844,"Action, Sci-Fi, Adventure, Fantasy",ONA,20.0,"Shanghai Foch Film Culture Investment, Tencent Penguin Pictures, China Literature Limited",Three-d,Web manga,12 min. per ep.,13292.0,12928.0,359,1,27,83,12,52,185
Gomennasai,6.509999194911844,"Music, Kids",Music,1.0,NHK,Three-d,Original,2 min.,14173.0,16177.0,129,0,6,77,4,15,27
Cat's Eye Love,6.509999194911844,"Music, Kids",Music,1.0,NHK,Three-d,Original,2 min.,13548.0,16056.0,135,0,5,80,3,17,30
Gum Shaara,6.509999194911844,"Music, Kids",Music,1.0,NHK,Three-d,Original,2 min.,14189.0,16649.0,106,0,5,67,1,15,18
Kuma no Nuigurumi,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,15201.0,16410.0,120,0,5,80,0,13,22
Kotatsu Musume de Teketekete,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,15157.0,16636.0,110,0,5,66,1,18,20
Gomen yo! Wanwan,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,14164.0,16746.0,102,0,5,63,2,14,18
Sabishi Gariya-san Konnichiwa,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,11776.0,16788.0,100,0,6,53,1,20,20
Saraba Seishun,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,11829.0,16605.0,111,0,5,62,2,17,25
Snowdrop,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,12106.0,16799.0,99,0,7,48,1,17,26
Tanoshii ne,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,12362.0,16246.0,125,0,7,66,2,19,31
Chibikko Cowboy,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,13608.0,15795.0,148,1,6,72,4,26,40
Tsubiregg Tsuburegg March,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,12602.0,16611.0,108,0,6,62,1,18,21
TV ga Kita hi,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,12648.0,16605.0,109,0,6,74,1,8,20
Hasami Togi,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,14303.0,15873.0,144,0,8,91,2,15,28
Bubble Bath,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,13517.0,15977.0,139,0,6,93,1,15,24
Hamburger no Tsukurikata,6.509999194911844,"Music, Kids",Music,1.0,NHK,Production I.G,Original,2 min.,14247.0,16694.0,105,0,5,66,4,12,18
Katasumi no Uroko,6.4,"Adventure, Drama, Fantasy",Movie,1.0,Geidai Animation,Production I.G,Original,9 min.,6400.0,12394.0,459,3,10,306,5,16,122
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,7.97,"Action, Drama, Military, Sci-Fi, Space",Movie,4.0,Shochiku,Production I.G,Novel,25 min. per ep.,572.0,3851.0,17836,26,619,9687,209,117,7204
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.09,"Action, Drama, Military, Sci-Fi, Space",Movie,4.0,Shochiku,Production I.G,Novel,25 min. per ep.,422.0,4193.0,14727,27,396,8746,134,115,5336
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.22,"Action, Drama, Military, Sci-Fi, Space",Movie,4.0,Shochiku,Production I.G,Novel,25 min. per ep.,292.0,4161.0,14980,45,446,8416,116,113,5889
Hiromi,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,14433.0,16135.0,131,0,6,95,0,13,17
Pink Jumon,6.509999194911844,"Magic, Music",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,11522.0,16458.0,115,0,6,69,1,9,30
Flamingo Waltz,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,13961.0,16375.0,121,0,6,75,2,14,24
Furusato no Nai Aki,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,13997.0,16523.0,114,0,5,67,2,13,27
Hedler no Yama,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,14320.0,16686.0,105,0,6,64,1,13,21
Bokunchi no Chabo,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,13481.0,15895.0,143,0,7,93,0,17,26
Hotaru Koi,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,14511.0,16284.0,124,0,8,70,3,16,27
Power Powan,6.509999194911844,"Kids, Music",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,11612.0,16876.0,91,0,6,29,2,28,26
Ponta Monogatari,6.509999194911844,"Kids, Music, Supernatural",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,11569.0,16639.0,106,0,5,62,1,17,21
Mama Gomennasai,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,15397.0,16312.0,123,0,6,77,1,19,20
Mama no Earring,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,15395.0,16626.0,107,0,5,65,1,13,23
Mama no Kekkon,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,4 min.,15402.0,16777.0,101,0,5,64,0,13,19
Minna no Umi,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,4 min.,15581.0,16832.0,95,0,6,47,2,16,24
Meiwaku Danchi,6.509999194911844,"Music, Kids, School",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,15509.0,16363.0,121,0,6,84,0,12,19
Yasashii Kaze,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,12981.0,16655.0,107,0,7,57,1,16,26
Yasashi-sa no Tamatebako,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,12980.0,16575.0,111,0,8,54,2,21,26
Yukai na Mezamashi Tokei,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,13015.0,16613.0,108,0,7,55,2,23,21
Reset,6.509999194911844,"Kids, Music",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,11697.0,16796.0,99,1,8,48,1,18,24
Lu La La,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,15333.0,16580.0,112,0,6,65,2,16,23
Waga Na wa Cowboy,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,12775.0,16211.0,128,0,8,65,3,24,28
One Nyan Monogatari,6.509999194911844,"Kids, Music",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,11354.0,16747.0,103,1,6,65,0,11,21
Wonderful World: Ganmen Shintaisou,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,12868.0,16683.0,106,0,7,59,1,17,22
Ichiendama no Tabigarasu,6.509999194911844,"Adventure, Music, Samurai",Music,1.0,NHK,BigFireBird Animation,Original,3 min.,14562.0,15498.0,165,0,7,123,0,10,25
Ima demo Senchou to Yobarete iru Senchou no Yoru,6.509999194911844,"Music, Kids",Music,1.0,NHK,BigFireBird Animation,Original,2 min.,14599.0,16661.0,108,0,8,59,1,19,21
Shiyan Pin Jiating,6.35,"Sci-Fi, Slice of Life",ONA,12.0,"Tencent Penguin Pictures, KJJ Animation, Da Huoniao Donghua",BigFireBird Animation,Web manga,15 min. per ep.,6650.0,2622.0,37880,46,4569,10732,2103,4415,16061
Na mo Nai Hana no Youni,6.509999194911844,"Music, Kids",Music,1.0,NHK,SILVER LINK.,Original,2 min.,15724.0,16312.0,123,1,8,85,0,12,18
Yumehito: Yumejin,6.509999194911844,"Music, Kids",Music,1.0,NHK,SILVER LINK.,Original,4 min.,13044.0,16720.0,103,0,8,47,3,22,23
Koinu no Blue,6.509999194911844,"Music, Kids",Music,1.0,NHK,SILVER LINK.,Original,2 min.,15102.0,16440.0,116,0,6,74,0,17,19
Kozou no Koushin,6.509999194911844,"Music, Kids",Music,1.0,NHK,SILVER LINK.,Music,2 min.,15184.0,16586.0,112,0,6,64,2,15,25
Chiisana Tegami,6.509999194911844,"Music, Kids",Music,1.0,NHK,SILVER LINK.,Original,4 min.,13635.0,16175.0,129,0,4,65,3,19,38
Kawa wa Dare no Mono?,6.509999194911844,"Music, Kids",Music,1.0,NHK,SILVER LINK.,Original,2 min.,14910.0,15615.0,159,0,6,120,0,11,22
"Attakai, Fuyu Canada",6.37,Slice of Life,ONA,1.0,CoMix Wave Films,SILVER LINK.,Original,31 sec.,6546.0,9950.0,1258,0,31,972,14,29,212
Kenja no Mago,6.54,"Action, Comedy, Magic, Romance, Fantasy",TV,12.0,"Sotsu, Docomo Anime Store, ABC Animation, Kadokawa",SILVER LINK.,Light novel,23 min. per ep.,5705.0,415.0,331554,1978,26125,231727,4716,20517,48469
Yodel no Onna,5.36,"Music, Comedy",TV,11.525519183386132,"Sotsu, Docomo Anime Store, ABC Animation, Kadokawa",DLE,Original,30 sec.,10043.0,10127.0,1168,5,289,0,114,294,471
Littleforestmello,6.509999194911844,Kids,ONA,3.0,Sanrio,Marza Animation Planet,Original,2 min. per ep.,15314.0,13379.0,310,0,30,49,12,42,177
Mushinin,6.509999194911844,"Samurai, Shounen",ONA,11.525519183386132,Sanrio,Marza Animation Planet,Game,4 min.,15731.0,15662.0,159,0,42,0,11,44,62
Koneko no Chi: Ponponra Dairyokou,6.49,Slice of Life,TV,25.0,Sanrio,Marza Animation Planet,Original,12 min. per ep.,5963.0,8971.0,1904,2,167,578,75,155,929
Katsugeki/Touken Ranbu Movie,6.509999194911844,"Action, Samurai, Fantasy",Movie,1.0,Sanrio,"Actas, Studio 3Hz",Game,12 min. per ep.,1258.0,5922.0,6304,8,0,1,0,0,6303
Zhandou Wang Zhi Jufeng Zhan Hun,6.38,"Action, Kids, Shounen",TV,52.0,Alpha Group Co. Ltd.,"Actas, Studio 3Hz",Original,24 min. per ep.,6540.0,12164.0,498,66,43,231,11,54,159
Princess Principal: Ange Report,6.49,"Action, Mystery",ONA,1.0,Alpha Group Co. Ltd.,"Actas, Studio 3Hz",Original,24 min.,5919.0,6278.0,5394,5,272,1565,137,121,3299
Zhandou Wang Zhi Jufeng Zhan Hun 2,6.509999194911844,"Action, Kids, Shounen",TV,40.0,Alpha Group Co. Ltd.,2:10 AM Animation,Original,24 min. per ep.,13113.0,13254.0,323,11,29,171,7,45,71
Zhandou Wang Zhi Jufeng Zhan Hun 3,6.509999194911844,"Action, Kids, Shounen",TV,40.0,Alpha Group Co. Ltd.,2:10 AM Animation,Original,23 min. per ep.,13112.0,12959.0,359,8,38,177,7,50,87
Zhanguo Fan,6.509999194911844,"Fantasy, Magic, Martial Arts, Super Power",ONA,15.0,Alpha Group Co. Ltd.,2:10 AM Animation,Original,13 min. per ep.,13125.0,10972.0,803,3,77,76,27,45,578
Zhen Gyi Hong Shi,6.509999194911844,"Action, Military, Sci-Fi, Adventure, Mecha",TV,52.0,Alpha Group Co. Ltd.,Zero-G,Original,24 min. per ep.,13102.0,12913.0,362,3,36,50,13,53,210
One Room Second Season,6.13,Slice of Life,TV,12.0,Alpha Group Co. Ltd.,Zero-G,Original,4 min. per ep.,7637.0,2765.0,34579,36,2052,18784,662,1035,12046
Toaru Majutsu no Index III,6.76,"Action, Sci-Fi, Super Power, Magic",TV,26.0,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",J.C.Staff,Light novel,23 min. per ep.,4619.0,857.0,174394,1168,19859,74993,6801,7724,65017
Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei,5.67,"Action, Military, Sci-Fi, Space, Mecha",Movie,1.0,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",Sunrise,Novel,26 min.,9253.0,8019.0,2771,2,93,990,42,76,1570
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,6.89,Comedy,Special,1.0,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",B.CMAY PICTURES,Light novel,14 min.,4090.0,3806.0,18141,68,463,12356,280,318,4724
Ku Pao Ying Xiong,5.69,"Action, Adventure, Fantasy, Game, Magic",TV,26.0,Tencent Penguin Pictures,B.CMAY PICTURES,Game,14 min. per ep.,9184.0,7613.0,3271,6,439,389,183,381,1879
Bokura no Ashita: Freeter no Genjou ni Kansuru Wakamono e no Shuuchi Kouhou Jigyou,6.509999194911844,Slice of Life,ONA,1.0,Tencent Penguin Pictures,Doga Kobo,Original,16 min.,13475.0,15576.0,162,0,10,73,4,16,59
Touken Ranbu: Hanamaru - Makuai Kaisouroku,6.46,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy",Movie,1.0,Tencent Penguin Pictures,Doga Kobo,Game,1 hr. 25 min.,6117.0,6741.0,4516,13,132,623,68,114,3579
Lord of Vermilion IV,6.509999194911844,"Game, Fantasy",ONA,16.0,Tencent Penguin Pictures,Akatsuki,Game,30 sec. per ep.,15327.0,10124.0,1163,0,159,159,46,117,682
Still,5.9,Music,Music,1.0,Tencent Penguin Pictures,Akatsuki,Original,4 min.,8536.0,10987.0,797,1,20,604,9,13,151
Wo de Tian Jie Nu You,6.57,"Adventure, Super Power, Supernatural, Romance, Fantasy",ONA,15.0,"Tencent Animation & Comics, KJJ Animation",Bones,Web manga,13 min. per ep.,5525.0,3782.0,18605,64,2020,7007,619,862,8097
Boku no Hero Academia 3rd Season,8.25,"Action, Comedy, Super Power, School, Shounen",TV,25.0,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Bones,Manga,23 min. per ep.,261.0,31.0,1333355,13575,123477,1080843,15424,11218,102393
Soukou Musume Senki,5.3,"Action, Military, Fantasy",TV,12.0,DMM Music,Studio A-CAT,Game,23 min. per ep.,10141.0,5222.0,8605,20,3308,2,203,1097,3995
"Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation",6.54,Hentai,OVA,1.0,Pink Pineapple,Toei Animation,Visual novel,28 min.,1259.0,7535.0,3356,10,225,2066,135,131,799
Oshushi Da yo,6.509999194911844,"Comedy, Slice of Life",ONA,10.0,Anime Beans,Toei Animation,Web manga,3 min. per ep.,11391.0,15328.0,174,1,19,36,6,42,71
Digimon Adventure tri. 6: Bokura no Mirai,7.22,"Action, Adventure, Comedy, Drama",Movie,1.0,Sonilude,Toei Animation,Original,1 hr. 38 min.,2671.0,2763.0,34483,97,570,24331,257,183,9142
Shoujo Shuumatsu Jugyou,6.48,"Comedy, Parody, School",ONA,12.0,Kadokawa,Studio PuYUKAI,Manga,1 min. per ep.,5973.0,5184.0,8615,10,453,5479,229,216,2238
Tada-kun wa Koi wo Shinai,7.55,"Comedy, Romance, Slice of Life",TV,13.0,"Media Factory, AT-X, Docomo Anime Store, BS11",Doga Kobo,Original,23 min. per ep.,1415.0,802.0,185649,829,17679,96798,5584,8211,57377
Love Live! Sunshine!! Recap,6.76,Music,Special,1.0,"Media Factory, AT-X, Docomo Anime Store, BS11",Sunrise,Original,23 min.,4625.0,6524.0,4923,10,186,2682,81,109,1865
Sword Art Online: Alicization,7.57,"Action, Game, Adventure, Romance, Fantasy",TV,24.0,"Aniplex, Genco, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa",A-1 Pictures,Light novel,24 min. per ep.,1375.0,148.0,651688,12373,69830,440041,15326,20379,106112
Sword Art Online Alternative: Gun Gale Online,7.07,"Action, Fantasy, Game, Military, Sci-Fi",TV,12.0,"Aniplex, Egg Firm",Studio 3Hz,Light novel,23 min. per ep.,3366.0,316.0,421918,1376,32274,281246,10229,23417,74752
Drifters (OVA),7.57,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,2.0,"Aniplex, Egg Firm",Hoods Drifters Studio,Manga,26 min. per ep.,1367.0,1984.0,60741,75,1462,26092,686,418,32083
B-Project: Zecchou*Emotion,6.71,"Music, Shoujo",TV,12.0,"AT-X, Dwango, MAGES., Asahi Broadcasting, Tochigi TV",Bandai Namco Pictures,Music,24 min. per ep.,4848.0,4751.0,10903,68,792,4243,361,512,4995
Princess Principal Picture Drama,6.36,"Action, Drama, Mystery",Special,6.0,"Bandai Visual, Lantis, Movic, Medicos Entertainment","Actas, Studio 3Hz",Original,3 min. per ep.,6606.0,5944.0,6195,5,380,2702,214,177,2722
Lalala Lala-chan ★Uchuu ni Muchuu★,6.509999194911844,"Adventure, Kids, Fantasy",TV,12.0,"Bandai Visual, Lantis, Movic, Medicos Entertainment",Usagi Ou,Other,5 min. per ep.,15261.0,15164.0,184,0,19,51,10,53,51
Beachside Lover,5.2,Music,Music,1.0,"Bandai Visual, Lantis, Movic, Medicos Entertainment",Shanghai Foch Film Culture Investment,Original,3 min.,10314.0,15082.0,188,0,1,144,3,8,32
Doupo Cangqiong,7.32,"Action, Adventure, Comedy, Supernatural, Romance",ONA,12.0,"Tencent Penguin Pictures, China Literature Limited",Shanghai Foch Film Culture Investment,Novel,20 min. per ep.,2239.0,6056.0,5898,56,506,3570,101,195,1526
Road to You,6.8,"Drama, Romance",ONA,3.0,Calf Studio,"Sunrise, The Answer Studio",Original,3 min. per ep.,4453.0,5409.0,7873,14,1728,1110,479,212,4344
Esoragoto Spiral,6.18,"Music, Psychological, School",Music,1.0,Calf Studio,Madhouse,Music,3 min.,7446.0,10183.0,1129,0,38,621,19,27,424
Mekakucity Records,7.54,"Music, Psychological, Sci-Fi",Music,3.0,Calf Studio,Madhouse,Music,3 min. per ep.,1456.0,5869.0,6450,28,214,3991,90,111,2044
Overlord Movie: Ple Ple Pleiades,6.87,"Action, Comedy, Magic, Fantasy",Special,2.0,Calf Studio,Madhouse,Light novel,13 min. per ep.,4148.0,4236.0,14476,13,496,9013,202,229,4536
Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,6.38,Comedy,Special,4.0,Calf Studio,LIDENFILMS,Manga,1 min. per ep.,6500.0,7281.0,3707,3,173,1220,108,121,2085
Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,6.53,Comedy,ONA,13.0,"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan","Gathering, Lesprit",4-koma manga,2 min. per ep.,5726.0,7545.0,3343,0,181,2073,69,98,922
MahoYome: Aisatsu,6.04,Parody,ONA,1.0,"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan","W-Toon Studio, DMM.futureworks",Manga,46 sec.,8073.0,5505.0,7508,5,242,4716,90,135,2325
MahoYome,6.65,Parody,ONA,24.0,"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan","W-Toon Studio, DMM.futureworks",Manga,30 sec. per ep.,5153.0,5361.0,7977,14,530,3704,241,288,3214
Fuwafuwa Hour: Pui Pui & Muu Muu,6.509999194911844,"Kids, Fantasy",TV,11.525519183386132,NHK,AXsiZ,Original,4 min.,14062.0,15522.0,166,0,34,0,12,52,68
Ulysses: Jehanne Darc to Renkin no Kishi,5.35,"Action, Fantasy",TV,12.0,"Lantis, Studio Mausu, Shueisha, Yomiuri TV Enterprise, Emon, DMM pictures, Crunchyroll SC Anime Fund, Bandai Namco Arts",AXsiZ,Light novel,23 min. per ep.,10030.0,1755.0,74217,109,8771,25644,2660,12906,24236
Tokyo Ghoul:re,6.53,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",TV,12.0,"Marvelous, TC Entertainment","Studio Pierrot, Pierrot Plus",Manga,24 min. per ep.,5755.0,132.0,698167,3569,59241,486747,14924,36291,100964
Rokuhoudou Yotsuiro Biyori,7.61,"Slice of Life, Seinen",TV,12.0,"Marvelous, TC Entertainment",Zexcs,Manga,23 min. per ep.,1237.0,3423.0,22827,116,2301,10308,798,1374,8046
Dies Irae: To the Ring Reincarnation,6.03,"Action, Super Power, Magic",ONA,6.0,"Genco, DMM pictures, Greenwood, My Theater D.D., Brave Hearts, Crunchyroll SC Anime Fund",A.C.G.T.,Visual novel,28 min. per ep.,8099.0,3909.0,17210,31,706,8001,310,447,7746
Beatless,6.2,"Action, Drama, Romance, Sci-Fi",TV,20.0,"Kadokawa Shoten, Mainichi Broadcasting System, Sony Music Entertainment, Good Smile Company, Animatic",Diomedéa,Light novel,24 min. per ep.,7318.0,1088.0,136059,433,20017,36022,8500,23988,47532
Ninja Batman,6.13,"Action, Martial Arts, Samurai",Movie,1.0,"Kadokawa Shoten, Mainichi Broadcasting System, Sony Music Entertainment, Good Smile Company, Animatic",Kamikaze Douga,Other,1 hr. 25 min.,7644.0,2554.0,39861,83,622,26281,231,540,12187
Pikotarou no Lullaby Lullaby,5.26,"Comedy, Parody",ONA,3.0,"Kadokawa Shoten, Mainichi Broadcasting System, Sony Music Entertainment, Good Smile Company, Animatic",DLE,Original,2 min. per ep.,10201.0,9481.0,1537,2,48,1176,17,77,219
Dies Irae: Irasshai Zonnenji,5.57,"Comedy, Parody",ONA,18.0,"Kadokawa Shoten, Mainichi Broadcasting System, Sony Music Entertainment, Good Smile Company, Animatic",A.C.G.T.,Visual novel,5 min. per ep.,9493.0,8222.0,2551,1,218,543,89,167,1534
Ling Qi 2,7.49,"Action, Comedy, Magic, Shounen Ai, Supernatural",TV,12.0,Tencent Animation & Comics,Haoliners Animation League,Web manga,24 min. per ep.,1621.0,3039.0,28932,178,2657,15475,797,840,9163
Dies Irae: Reimei,5.34,"Action, Super Power, Magic",Special,1.0,"Genco, DMM pictures, Greenwood, Brave Hearts, Crunchyroll SC Anime Fund",A.C.G.T.,Visual novel,23 min.,10070.0,3566.0,21069,12,490,16983,154,315,3127
Dorei-ku The Animation,5.98,"Drama, Psychological",TV,12.0,"Hakuhodo DY Music & Pictures, Futabasha, Hakuhodo, Kakao Japan, Spacey Music Entertainment, A-Craft, Tohan Corporation","TNK, Zero-G",Manga,24 min. per ep.,8289.0,2241.0,50882,59,4776,21256,1844,6357,16649
Kakyuusei (TV): Hajimemashite Tina!,5.71,"Sci-Fi, Romance, School",Special,1.0,Pink Pineapple,A-1 Pictures,Visual novel,29 min.,9132.0,11881.0,553,0,35,235,23,28,232
The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,6.4,Music,Special,1.0,"Aniplex, Lantis, Bandai Namco Live Creative, Bandai Namco Entertainment, ABC Animation",A-1 Pictures,Game,25 min.,6431.0,8381.0,2413,3,45,359,43,74,1892
Porong Porong Pororo 6,6.509999194911844,Kids,TV,26.0,"Aniplex, Lantis, Bandai Namco Live Creative, Bandai Namco Entertainment, ABC Animation",OLM,Original,11 min. per ep.,11602.0,15590.0,160,0,10,74,5,36,35
Shinkansen Henkei Robo Shinkalion The Animation,6.78,"Action, Sci-Fi, Kids, Mecha",TV,76.0,TBS,OLM,Other,24 min. per ep.,4546.0,8246.0,2533,19,404,306,156,353,1314
Starmyu 3rd Season,6.89,"Music, Slice of Life, School",TV,12.0,NBCUniversal Entertainment Japan,C-Station,Original,23 min. per ep.,4066.0,5494.0,7559,37,534,2702,203,314,3806
Starmyu in Halloween,6.95,"Music, Slice of Life, School",OVA,1.0,NBCUniversal Entertainment Japan,Shuka,Original,26 min.,3822.0,7861.0,2949,14,65,824,38,67,1955
Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.41,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,1.0,Aniplex,Shuka,Manga,1 hr. 44 min.,149.0,2393.0,45120,171,1329,19000,440,214,24137
Tsuki ga Kirei Special,7.29,"Comedy, Romance, School",Special,1.0,"Sotsu, flying DOG",feel.,Original,15 min.,2381.0,3394.0,23169,21,549,16176,246,135,6063
Boku wa Robot-goshi no Kimi ni Koi wo Suru,6.38,"Sci-Fi, Romance",Special,1.0,Kawade Shobo Shinsha,A-1 Pictures,Novel,1 min.,6481.0,7507.0,3412,8,174,1103,59,58,2018
GJ8man Soushuuhen,6.509999194911844,"Comedy, Parody, Super Power",ONA,11.525519183386132,Kawade Shobo Shinsha,Haoliners Animation League,Original,11 min.,14155.0,15553.0,164,0,42,0,11,51,60
Heibai Wushang 2nd Season,6.47,"Action, Comedy, Supernatural",ONA,12.0,"bilibili, Wawayu Animation",Haoliners Animation League,Manga,15 min. per ep.,6051.0,9145.0,1774,4,151,584,55,72,912
Huyao Xiao Hongniang: Qian Yan,7.51,"Comedy, Historical, Supernatural, Romance",ONA,15.0,Tencent Animation & Comics,Haoliners Animation League,Manga,15 min. per ep.,1559.0,6151.0,5692,8,375,2840,140,130,2207
Kokkoku,7.04,"Psychological, Supernatural, Drama, Mystery, Seinen",TV,12.0,Twin Engine,Geno Studio,Manga,23 min. per ep.,3514.0,1047.0,142143,265,12956,64453,5622,10315,48797
Lalala Lala-chan,6.509999194911844,"Adventure, Fantasy, Kids",ONA,24.0,Twin Engine,Usagi Ou,Original,2 min. per ep.,15260.0,15761.0,149,0,10,51,6,34,48
Lalala Lala-chan Mini,6.509999194911844,"Kids, Parody",ONA,24.0,Twin Engine,Usagi Ou,Original,54 sec. per ep.,15268.0,16035.0,136,0,11,51,6,31,37
Lalala Lala-chan: Patapata Daisensou,6.509999194911844,"Adventure, Fantasy, Kids",TV,12.0,Twin Engine,Usagi Ou,Original,4 min. per ep.,15268.0,15653.0,157,0,11,54,8,44,40
Pikachin-Kit,6.509999194911844,"Sci-Fi, Comedy, Kids",TV,115.0,Bandai,"OLM, Shin-Ei Animation",Original,24 min. per ep.,11518.0,13383.0,309,1,42,37,12,70,148
Yinhun x He Wei Dao,7.09,Comedy,ONA,3.0,Bandai,Bandai Namco Pictures,Manga,3 min. per ep.,3271.0,6183.0,5573,10,205,2833,90,116,2329
Peace Maker Kurogane Movie 2: Yuumei,6.52,"Action, Comedy, Historical, Samurai, Shounen",Movie,1.0,Showgate,White Fox,Manga,56 min.,5802.0,8088.0,2698,7,104,414,51,49,2080
Zukkoke Sannin-gumi: Kusunoki Yashiki no Guruguru-sama,6.509999194911844,"Demons, Kids",Special,1.0,Nippon Television Network,J.C.Staff,Web manga,45 min.,13172.0,16393.0,120,0,10,30,1,35,44
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,6.4,"Comedy, Romance, Ecchi, School",OVA,1.0,Nippon Television Network,"Diomedéa, Studio Blanc",Web manga,10 min.,6407.0,3033.0,28973,30,1114,16534,563,373,10389
Doupo Cangqiong Specials,7.43,"Action, Adventure, Demons, Fantasy",ONA,2.0,"Tencent Penguin Pictures, China Literature Limited, Motion Magic",TMS Entertainment,Novel,25 min. per ep.,1795.0,8768.0,2063,16,89,1528,23,53,370
Megalo Box,7.92,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,13.0,"TBS, Kodansha, Bandai Namco Arts, TMS Music",TMS Entertainment,Original,24 min. per ep.,655.0,395.0,340142,2233,32032,210698,9873,9245,78294
Kamiusagi Rope x Boruto: Naruto Next Generations,5.55,"Slice of Life, Comedy",ONA,1.0,Toho,OLM,Other,1 min.,9538.0,6407.0,5112,28,183,2281,134,204,2310
